city,locality,area_sqft,bhk,bath,floor,age_years,price_lakhs
delhi,Anand Vihar,1400,3,3,4,15,165.0
delhi,Yojana Vihar,1700,3,3,1,12,220.0
delhi,Siri Fort,2500,4,4,2,20,680.0
delhi,Sarvodaya Enclave,2200,3,3,3,12,450.0
delhi,Soami Nagar,2800,4,4,1,25,710.0
delhi,Panchsheel Enclave,3200,5,5,2,8,980.0
delhi,Niti Bagh,3500,5,5,2,15,1500.0
delhi,Shanti Niketan,3800,6,6,1,10,2800.0
delhi,Anand Niketan,3400,5,5,2,12,1400.0
delhi,Golf Links,4000,6,7,2,30,4500.0
delhi,Jor Bagh,3600,5,5,1,28,3200.0
delhi,Amrita Shergill Marg,4000,6,7,1,30,6500.0
delhi,Prithviraj Road,4000,5,5,1,30,6200.0
delhi,Chanakyapuri,3800,5,6,3,15,3800.0
delhi,Man Singh Road,3500,4,4,2,25,3100.0
delhi,Vasant Kunj Enclave,1100,2,2,3,7,85.0
delhi,Mehrauli,900,2,2,2,12,48.5
delhi,Neb Sarai,1050,3,2,4,5,58.0
delhi,Chattarpur Enclave,1200,3,3,2,4,72.0
delhi,Sultanpur,1400,3,2,3,6,88.0
delhi,Ghitorni,850,2,2,1,10,42.0
delhi,Aya Nagar,750,2,1,2,5,32.0
delhi,Mahipalpur,600,2,1,3,15,30.0
delhi,Rangpuri,1300,3,3,4,8,78.0
delhi,Vasant Kunj Sector C,1650,3,3,2,18,225.0
delhi,Vasant Kunj Sector B,1500,3,2,3,22,195.0
delhi,Munirka,950,2,1,4,25,75.0
delhi,RK Puram,1400,3,3,2,30,165.0
delhi,Moti Bagh,1800,3,3,5,15,245.0
delhi,Shanti Path,3000,4,4,1,30,950.0
delhi,Lodi Colony,1100,2,2,2,30,120.0
delhi,Khan Market,900,2,2,1,30,280.0
delhi,Pandara Road,1300,3,2,2,30,210.0
delhi,Bapa Nagar,1500,3,3,2,30,250.0
delhi,Kaka Nagar,1700,3,3,3,30,290.0
delhi,Rabindra Nagar,3200,5,5,1,30,1200.0
delhi,Malcha Marg,3500,5,6,2,20,2400.0
delhi,Sardar Patel Marg,4000,6,6,2,15,3500.0
delhi,Kushak Road,3000,4,4,1,30,1800.0
delhi,Teen Murti Marg,3200,4,4,2,30,2100.0
delhi,Tughlaq Road,3600,5,5,1,30,2800.0
delhi,Akbar Road,4000,6,6,1,30,5500.0
delhi,Safdarjung Road,3800,5,5,1,30,3200.0
delhi,Aurangzeb Road,4000,6,7,2,25,6000.0
delhi,Janpath,3000,4,4,2,30,1500.0
delhi,Feroz Shah Road,2500,3,3,3,30,950.0
delhi,Barakhamba Road,2200,3,2,5,30,850.0
delhi,Hailey Road,2800,4,4,4,25,1100.0
delhi,Curzon Road,1800,3,3,6,30,720.0
delhi,Copernicus Marg,2400,4,3,2,30,880.0
delhi,Tilak Marg,2600,4,4,3,30,950.0
delhi,Purana Quila Road,2100,3,3,2,30,820.0
delhi,Mathura Road,1500,3,2,4,30,240.0
delhi,Sundar Nagar,3500,5,5,2,25,1800.0
delhi,Golf Links,3800,5,6,1,30,4200.0
delhi,Jor Bagh,3200,4,4,2,30,2900.0
delhi,Lodi Estate,3400,5,5,1,30,3100.0
delhi,Nizamuddin West,1600,3,3,2,25,320.0
delhi,Bhutan Colony,1100,2,2,3,15,110.0
delhi,Sarai Kale Khan,800,2,1,4,12,52.0
delhi,Maharani Bagh,3200,5,5,2,15,850.0
delhi,New Friends Colony,2800,4,4,2,20,580.0
delhi,Friends Colony East,3000,5,5,1,22,650.0
delhi,Friends Colony West,3500,5,6,2,18,920.0
delhi,Kalindi Colony,2400,4,4,3,12,480.0
delhi,Taimoor Nagar,900,2,2,3,25,55.0
delhi,Zakir Nagar,1000,3,2,4,15,62.0
delhi,Batla House,850,2,2,2,20,48.0
delhi,Jamia Nagar,1100,3,2,3,18,68.0
delhi,Abul Fazal Enclave,1200,3,3,5,12,75.0
delhi,Shaheen Bagh,1050,3,2,4,10,65.0
delhi,Sukhdev Vihar,1600,3,3,2,22,310.0
delhi,Ishwar Nagar,2200,4,4,3,15,480.0
delhi,Siddharth Extension,1400,3,2,2,28,165.0
delhi,Siddharth Enclave,1800,3,3,3,20,320.0
delhi,Bharat Nagar,950,2,2,2,25,60.0
delhi,Jungpura A,1500,3,3,1,30,290.0
delhi,Jungpura B,1300,3,2,2,30,250.0
delhi,Jungpura Extension,1700,3,3,2,20,340.0
delhi,Bhogal,800,2,1,3,30,65.0
delhi,Pant Nagar,1000,2,2,2,30,95.0
delhi,Lajpat Nagar 1,1100,2,2,1,30,140.0
delhi,Lajpat Nagar 2,1300,3,2,2,25,185.0
delhi,Lajpat Nagar 3,1500,3,3,2,22,230.0
delhi,Lajpat Nagar 4,1250,3,2,3,20,175.0
delhi,Amar Colony,950,2,2,2,25,115.0
delhi,Dayanand Colony,1050,2,2,1,28,125.0
delhi,Vikram Vihar,1400,3,3,2,18,210.0
delhi,National Park,1600,3,3,3,15,260.0
delhi,Nehru Nagar,850,2,1,3,30,72.0
delhi,Kailash Colony,2000,3,3,2,15,450.0
delhi,Greater Kailash 1,2200,4,4,2,12,520.0
delhi,Greater Kailash 2,2400,4,4,3,10,580.0
delhi,Pamposh Enclave,2800,4,4,1,15,720.0
delhi,Hemkunt Colony,2000,3,3,2,18,480.0
delhi,Chirag Enclave,2600,4,4,2,20,650.0
delhi,Nehru Place,1200,2,2,10,25,140.0
delhi,Kalkaji,1100,2,2,3,28,98.0
delhi,Kalkaji Extension,1300,3,2,5,20,115.0
delhi,Govindpuri Extension,750,2,2,3,15,42.0
delhi,Alaknanda,1450,3,3,7,20,165.0
delhi,Mandakini Enclave,1800,3,3,4,18,280.0
delhi,Aravali Apartments,1350,3,3,9,22,145.0
delhi,Nilgiri Apartments,1250,2,2,10,25,130.0
delhi,Tara Apartments,1600,3,3,5,30,195.0
delhi,Gangotri Apartments,1400,3,2,6,22,155.0
delhi,Yamuna Apartments,1500,3,3,4,28,175.0
delhi,Kailash Apartments,1700,3,3,8,20,210.0
delhi,Don Bosco Apartment,1550,3,3,4,15,185.0
delhi,Sarita Vihar Pocket A,1200,3,2,2,25,135.0
delhi,Sarita Vihar Pocket B,1400,3,3,3,22,155.0
delhi,Sarita Vihar Pocket C,1300,3,3,1,28,145.0
delhi,Sarita Vihar Pocket K,1100,2,2,4,20,115.0
delhi,Jasola Vihar,1500,3,3,5,12,180.0
delhi,Jasola Sector 8,1700,3,3,10,8,210.0
delhi,Sukhdev Vihar,2200,4,4,2,15,480.0
delhi,New Friends Colony,3500,5,5,1,10,950.0
delhi,Maharani Bagh,4000,6,6,2,5,1500.0
delhi,Kalindi Colony,2800,4,4,3,12,720.0
delhi,Zakir Nagar,700,2,1,4,20,42.0
delhi,Okhla Vihar,800,2,2,3,15,48.0
delhi,Batla House,600,2,1,5,25,32.0
delhi,Abul Fazal,1000,3,2,2,18,58.0
delhi,Madanpur Khadar,500,1,1,3,10,22.0
delhi,Saritha Vihar,1350,3,3,2,20,140.0
delhi,Harkesh Nagar,450,1,1,2,15,18.0
delhi,Okhla Industrial Area,1500,3,2,0,25,110.0
delhi,Badarpur,850,2,2,4,12,38.0
delhi,Tughlakabad,950,2,2,2,20,45.0
delhi,Tughlakabad Extension,1100,3,2,3,15,58.0
delhi,Sangam Vihar,650,2,1,4,10,28.0
delhi,Deoli,700,2,2,3,12,32.0
delhi,Tigri,550,2,1,2,18,25.0
delhi,Khanpur,1050,3,2,5,8,62.0
delhi,Neb Sarai,1200,3,3,3,6,75.0
delhi,Sainik Farm,3000,4,4,0,15,680.0
delhi,Saket Sector 1,1400,3,2,2,20,195.0
delhi,Saket Sector 2,1600,3,3,3,18,225.0
delhi,Saket Sector 3,1300,2,2,4,22,175.0
delhi,Saket Sector 4,1500,3,3,1,25,210.0
delhi,Pushp Vihar,1100,2,2,5,30,95.0
delhi,Malviya Nagar,1450,3,3,2,15,185.0
delhi,Khirki Extension,900,2,2,4,10,68.0
delhi,Sheikh Sarai Phase 1,1350,3,2,3,25,145.0
delhi,Sheikh Sarai Phase 2,1550,3,3,2,22,175.0
delhi,Panchsheel Park,3800,5,5,1,12,1450.0
delhi,Panchsheel Enclave,2800,4,4,2,15,820.0
delhi,Sadhna Enclave,2400,4,4,3,20,680.0
delhi,Gulmohar Park,3200,4,4,2,18,950.0
delhi,Niti Bagh,3000,4,4,1,22,880.0
delhi,Anand Lok,3500,5,5,2,15,1200.0
delhi,August Kranti Marg,2200,3,3,4,25,580.0
delhi,Uday Park,2100,3,3,2,12,450.0
delhi,Neeti Bagh,2800,4,4,3,18,780.0
delhi,South Extension 1,1600,3,3,2,25,290.0
delhi,South Extension 2,1800,3,3,1,28,340.0
delhi,Andrews Ganj,1400,3,3,3,30,210.0
delhi,Hudco Place,1200,2,2,4,25,165.0
delhi,Green Park Extension,2500,4,4,2,15,650.0
delhi,Safdarjung Enclave,2200,4,4,3,12,520.0
delhi,Safdarjung Development Area,3000,4,4,2,20,950.0
delhi,Hauz Khas Enclave,3500,5,5,2,18,1250.0
delhi,Kalu Sarai,1100,2,2,3,15,115.0
delhi,Begumpur,800,2,2,4,12,55.0
delhi,Adchini,1000,3,2,2,20,92.0
delhi,Katwaria Sarai,950,2,1,5,25,85.0
delhi,Ber Sarai,850,2,1,4,30,72.0
delhi,Munirka Vihar,1200,3,2,3,28,110.0
delhi,Vasant Vihar,4000,6,6,1,10,2500.0
delhi,Shanti Niketan,3800,5,5,2,8,2100.0
delhi,Anand Niketan,3500,5,5,1,15,1800.0
delhi,West End,4000,6,7,2,5,3200.0
delhi,Vasant Kunj Sector A,1450,3,3,2,20,185.0
delhi,Vasant Kunj Sector D,1800,4,3,4,15,245.0
delhi,Vasant Kunj Sector E,1200,2,2,3,18,145.0
delhi,Vasant Kunj Enclave,1000,2,2,2,10,82.0
delhi,Kishangarh,750,2,2,3,8,45.0
delhi,Masoodpur,850,2,2,4,12,52.0
delhi,Mahipalpur,700,2,1,3,15,35.0
delhi,Rangpuri,950,2,2,2,10,48.0
delhi,Dwarka Sector 1,1350,3,3,4,12,110.0
delhi,Dwarka Sector 2,1450,3,3,5,10,120.0
delhi,Dwarka Sector 3,1250,3,2,3,15,105.0
delhi,Dwarka Sector 4,1550,3,3,6,8,135.0
delhi,Dwarka Sector 5,1650,3,3,7,7,145.0
delhi,Dwarka Sector 7,1400,3,3,8,9,125.0
delhi,Dwarka Sector 8,1500,3,3,9,11,130.0
delhi,Dwarka Sector 9,1600,3,3,10,6,140.0
delhi,Dwarka Sector 11,1700,3,3,11,5,155.0
delhi,Dwarka Sector 12,1800,3,3,12,4,165.0
delhi,Dwarka Sector 13,1450,3,3,4,15,120.0
delhi,Dwarka Sector 14,1550,3,3,3,18,130.0
delhi,Dwarka Sector 17,1650,3,3,2,20,140.0
delhi,Dwarka Sector 18,1750,3,3,5,12,150.0
delhi,Dwarka Sector 19,1850,3,3,8,10,165.0
delhi,Dwarka Sector 22,1900,4,4,10,8,195.0
delhi,Dwarka Sector 23,2100,4,4,4,5,225.0
delhi,Palam Extension,1100,3,2,3,10,75.0
delhi,Ramphal Chowk,950,2,2,2,12,68.0
delhi,Amberhai,850,2,1,4,15,55.0
delhi,Bagdola,750,2,1,3,20,48.0
delhi,Nasirpur,800,2,2,2,25,52.0
delhi,Janakpuri Block A,1400,3,2,1,25,145.0
delhi,Janakpuri Block B,1600,3,3,2,22,175.0
delhi,Janakpuri Block C,1800,3,3,1,28,210.0
delhi,Janakpuri Block D,1500,3,2,3,20,165.0
delhi,Virender Nagar,1100,2,2,2,15,95.0
delhi,Shiv Nagar,1000,2,2,3,18,85.0
delhi,Fateh Nagar,1200,3,2,1,25,115.0
delhi,Tilak Nagar,900,2,2,2,30,78.0
delhi,Hari Nagar,1150,3,2,3,20,105.0
delhi,Maya Enclave,1350,3,3,4,15,130.0
delhi,Subhash Nagar,1050,2,2,2,30,92.0
delhi,Rajouri Garden,2200,4,4,1,15,380.0
delhi,Tagore Garden Extension,1400,3,3,2,18,165.0
delhi,Bali Nagar,1800,3,3,3,20,245.0
delhi,Ramesh Nagar,1250,3,2,2,25,140.0
delhi,Mansarovar Garden,2000,4,3,1,12,310.0
delhi,Kirti Nagar,2500,4,4,2,10,480.0
delhi,Moti Nagar,1450,3,3,5,8,155.0
delhi,Karampura,950,2,2,3,30,75.0
delhi,Punjabi Bagh East,2400,4,4,1,15,450.0
delhi,Punjabi Bagh West,3000,5,5,2,12,680.0
delhi,Paschim Vihar Block A,1500,3,3,4,15,165.0
delhi,Paschim Vihar Block B,1600,3,3,3,18,185.0
delhi,Meera Bagh,1800,3,3,2,20,225.0
delhi,Sunder Vihar,1700,3,3,1,25,210.0
delhi,Ambica Vihar,1400,3,2,2,22,155.0
delhi,Bhera Enclave,1900,4,3,3,18,245.0
delhi,Jwala Heri,1100,2,2,4,30,98.0
delhi,Vikaspuri Block A,1350,3,3,3,20,135.0
delhi,Vikaspuri Block M,1550,3,3,2,25,165.0
delhi,Budh Vihar,800,2,1,2,12,35.0
delhi,Uttam Nagar East,900,2,2,2,10,42.0
delhi,Uttam Nagar West,1000,3,2,3,8,52.0
delhi,Om Vihar,1100,3,2,1,15,58.0
delhi,Mohan Garden,1200,3,3,2,12,65.0
delhi,Nawada,850,2,2,4,10,45.0
delhi,Dwarka Mor,950,3,2,3,5,55.0
delhi,Rohini Sector 3,1150,2,2,3,25,95.0
delhi,Rohini Sector 5,1250,3,2,2,20,110.0
delhi,Rohini Sector 7,1350,3,3,1,18,125.0
delhi,Rohini Sector 8,1450,3,3,4,15,140.0
delhi,Rohini Sector 9,1550,3,3,8,12,165.0
delhi,Rohini Sector 11,1200,2,2,5,22,105.0
delhi,Rohini Sector 15,1400,3,2,3,28,135.0
delhi,Rohini Sector 16,1100,2,2,2,30,88.0
delhi,Rohini Sector 18,1300,3,3,6,15,120.0
delhi,Rohini Sector 21,1450,3,2,4,12,115.0
delhi,Rohini Sector 22,1550,3,3,2,8,130.0
delhi,Rohini Sector 25,1650,3,3,3,5,150.0
delhi,Pitampura CD Block,1600,3,3,2,20,210.0
delhi,Pitampura FU Block,1800,3,3,1,15,255.0
delhi,Pitampura KD Block,1450,3,2,3,25,185.0
delhi,Pitampura ND Block,1550,3,3,2,22,205.0
delhi,Shalimar Bagh Block A,1700,3,3,2,18,240.0
delhi,Shalimar Bagh Block B,1900,4,3,3,15,285.0
delhi,Shalimar Bagh Block C,1600,3,3,1,22,220.0
delhi,Ashok Vihar Phase 1,1800,3,3,2,25,260.0
delhi,Ashok Vihar Phase 2,2000,4,4,1,22,320.0
delhi,Ashok Vihar Phase 3,2200,4,4,2,20,380.0
delhi,Model Town 1,2500,4,4,2,30,520.0
delhi,Model Town 2,2200,3,3,1,28,450.0
delhi,Model Town 3,2800,4,4,2,20,650.0
delhi,Civil Lines,3500,5,5,1,30,980.0
delhi,Gujranwala Town,2100,3,3,2,25,310.0
delhi,Derawal Nagar,2300,4,4,3,15,380.0
delhi,Kamla Nagar,1200,2,2,2,30,165.0
delhi,Roop Nagar,1400,3,2,1,30,195.0
delhi,Shakti Nagar,1300,3,3,2,30,180.0
delhi,Gulabi Bagh,1100,2,2,4,28,115.0
delhi,Shastri Nagar,900,2,2,2,25,75.0
delhi,Inderlok,850,2,1,3,20,68.0
delhi,Karol Bagh,1600,3,3,2,30,225.0
delhi,Dev Nagar,1150,2,2,3,30,145.0
delhi,Rajendra Nagar Old,1450,3,2,2,30,260.0
delhi,Rajendra Nagar New,1700,3,3,1,20,340.0
delhi,Patel Nagar West,1100,2,2,3,25,120.0
delhi,Patel Nagar East,1300,3,2,2,22,165.0
delhi,Patel Nagar South,1500,3,3,1,20,210.0
delhi,Shadipur,750,2,1,4,15,55.0
delhi,Pusa Road,3000,4,4,2,25,850.0
delhi,Connaught Place,1200,2,2,1,40,450.0
delhi,Bengali Market,2500,4,3,2,30,880.0
delhi,Babar Road,1800,3,3,3,30,520.0
delhi,Todarmal Road,2000,3,3,2,30,580.0
delhi,Hardinge Avenue,3500,5,5,1,30,1500.0
delhi,Bhagwan Das Road,3200,4,4,2,30,1200.0
delhi,Mandi House,2200,3,2,4,30,750.0
delhi,Gole Market,1000,2,2,3,30,145.0
delhi,Paharganj,700,2,1,5,30,48.0
delhi,Daryaganj,1400,3,3,2,40,195.0
delhi,Chandni Chowk,1100,2,2,1,40,165.0
delhi,Civil Lines,2800,4,4,2,25,620.0
delhi,Shamnath Marg,3200,4,4,1,30,850.0
delhi,Rajpur Road,3500,5,5,2,15,1100.0
delhi,Bela Road,2600,4,4,3,22,580.0
delhi,Yamuna Vihar,1200,3,2,2,15,85.0
delhi,Bhajanpura,1000,2,2,3,10,55.0
delhi,Maujpur,850,2,2,4,12,42.0
delhi,Seelampur,750,2,1,2,20,35.0
delhi,Shahdara,1100,3,2,3,25,72.0
delhi,Dilshad Garden,1350,3,3,2,20,105.0
delhi,Vivek Vihar,1800,4,3,1,15,245.0
delhi,Preet Vihar,1650,3,3,2,18,210.0
delhi,Nirman Vihar,1550,3,3,3,22,195.0
delhi,Swasthya Vihar,1700,3,3,2,20,225.0
delhi,Anand Vihar,1450,3,2,4,15,160.0
delhi,Surajmal Vihar,1600,3,3,2,12,190.0
delhi,Vigyan Vihar,1750,3,3,1,14,215.0
delhi,Pushpanjali Crosslay,1500,3,3,5,10,145.0
delhi,Laxmi Nagar,950,2,2,3,20,68.0
delhi,Shakarpur,850,2,1,4,25,58.0
delhi,Pandav Nagar,900,2,2,2,15,62.0
delhi,Mayur Vihar Phase 2,1250,3,2,4,20,125.0
delhi,Mayur Vihar Phase 3,1050,2,2,5,15,82.0
delhi,Vasundhara Enclave,1350,3,3,7,12,110.0
delhi,IP Extension,1450,3,3,8,18,135.0
delhi,Patparganj,1200,2,2,6,22,115.0
delhi,Madhu Vihar,1000,2,2,3,20,72.0
delhi,Kalyanpuri,600,2,1,4,30,35.0
delhi,Khichripur,650,2,1,2,25,38.0
delhi,Vinod Nagar,800,2,2,3,15,55.0
delhi,Ghazipur,900,2,2,5,10,60.0
delhi,Kondli,700,2,1,2,20,42.0
delhi,Dallupura,750,2,2,3,15,48.0
delhi,New Ashok Nagar,850,2,2,4,8,52.0
delhi,Trilokpuri,550,1,1,3,30,28.0
delhi,Geeta Colony,1100,3,2,2,25,95.0
delhi,Krishna Nagar,1200,3,2,1,22,110.0
delhi,Gandhi Nagar,1000,2,2,2,30,85.0
delhi,Kailash Nagar,950,2,1,3,25,78.0
delhi,Raghubarpura,800,2,2,2,30,65.0
delhi,Shanti Mohalla,750,2,1,4,30,58.0
delhi,Seemapuri,600,2,1,3,20,32.0
delhi,Nand Nagri,500,1,1,2,25,24.0
delhi,Sundar Nagari,550,1,1,3,22,26.0
delhi,Harsh Vihar,700,2,1,2,15,35.0
delhi,Sonia Vihar,900,2,2,1,10,42.0
delhi,Karawal Nagar,950,3,2,2,8,48.0
delhi,Gokalpuri,800,2,2,3,12,38.0
delhi,Brahampuri,850,2,1,4,15,40.0
delhi,Ghonda,1000,3,2,2,20,55.0
delhi,Kartar Nagar,900,2,2,3,18,45.0
delhi,Usmanpur,950,2,2,2,22,48.0
delhi,Shastri Park,1100,3,2,5,15,65.0
delhi,Yamuna Vihar,1300,3,3,3,20,115.0
delhi,Gonda,800,2,1,2,25,35.0
delhi,Babarpur,900,2,2,2,30,45.0
delhi,Jyoti Nagar,1050,3,2,1,22,65.0
delhi,Kabir Nagar,850,2,2,3,25,48.0
delhi,Rohtash Nagar,1150,3,2,2,28,82.0
delhi,Naveen Shahdara,1300,3,3,2,25,110.0
delhi,Telwara,750,2,1,4,30,38.0
delhi,Farsh Bazar,800,2,2,3,30,42.0
delhi,Bhola Nath Nagar,950,2,2,2,30,58.0
delhi,Vishwas Nagar,1200,3,2,2,25,95.0
delhi,Anand Gram,600,2,1,2,20,28.0
delhi,Taharpur,550,1,1,3,25,22.0
delhi,Jhilmil Colony,1000,2,2,3,30,85.0
delhi,Mansarovar Park,1100,3,2,4,22,92.0
delhi,Ram Nagar,900,2,2,2,30,75.0
delhi,Loni Road,850,2,1,3,20,48.0
delhi,Gautam Vihar,800,2,2,2,15,42.0
delhi,Arvind Nagar,750,2,1,3,12,38.0
delhi,Jagjeet Nagar,700,2,2,4,10,35.0
delhi,Gamri,650,2,1,2,15,30.0
delhi,Khajuri Khas,900,2,2,2,8,45.0
delhi,Dayalpur,850,2,1,3,12,40.0
delhi,Sriram Colony,700,2,2,2,15,32.0
delhi,Rajiv Gandhi Nagar,600,1,1,3,10,24.0
delhi,Mustafabad,950,3,2,2,8,52.0
delhi,Shiv Vihar,800,2,1,4,12,38.0
delhi,Sabhapur,750,2,2,2,15,35.0
delhi,Biharipur,700,2,1,3,18,32.0
delhi,Sherpur,650,2,2,2,20,30.0
delhi,Sadatpur,850,3,2,2,10,48.0
delhi,Sonia Vihar,1000,3,3,1,12,58.0
delhi,Wazirabad,1100,3,2,3,15,62.0
delhi,Jagatpur,900,2,2,2,10,45.0
delhi,Sangam Vihar,800,2,1,4,12,38.0
delhi,Jharoda Majra,850,2,2,3,15,42.0
delhi,Burari,1200,3,3,2,8,75.0
delhi,Sant Nagar,1050,3,2,3,10,65.0
delhi,Kamal Pur,950,2,2,4,12,52.0
delhi,Nathu Pura,800,2,1,2,15,38.0
delhi,Ibrahim Pur,750,2,2,2,18,35.0
delhi,Kaushik Enclave,900,3,2,3,5,48.0
delhi,Amrit Vihar,850,2,1,4,10,42.0
delhi,Tomar Colony,800,2,2,2,12,38.0
delhi,Hardev Nagar,750,2,1,3,15,35.0
delhi,Surat Nagar,700,2,2,2,20,32.0
delhi,Laxmi Vihar,650,2,1,2,25,30.0
delhi,Mukundpur,800,2,2,3,15,38.0
delhi,Bhalaswa,700,2,1,4,18,32.0
delhi,Jahangirpuri,1000,3,2,2,30,55.0
delhi,Adarsh Nagar,1200,3,2,1,25,115.0
delhi,Majlis Park,1300,3,3,2,22,145.0
delhi,Rameshwar Nagar,1100,2,2,3,20,105.0
delhi,Model Town,2800,4,4,1,30,650.0
delhi,Tagore Garden,1500,3,3,2,18,190.0
delhi,Raja Garden,2000,4,4,3,15,320.0
delhi,Vishal Enclave,2200,4,4,2,12,410.0
delhi,Shivaji Enclave,1600,3,3,4,15,225.0
delhi,Sharda Puri,1400,3,2,3,18,185.0
delhi,Kirti Nagar,3000,5,5,1,10,720.0
delhi,Bali Nagar,2100,3,3,2,15,340.0
delhi,Mansarovar Garden,2500,4,4,2,12,520.0
delhi,Mayapuri,1100,2,2,5,30,95.0
delhi,Hari Nagar,1300,3,2,3,20,135.0
delhi,Subhash Nagar,1200,3,2,2,25,115.0
delhi,Meenakshi Garden,1450,3,3,4,15,175.0
delhi,Sant Pura,900,2,2,3,30,72.0
delhi,Chander Nagar,950,2,2,2,28,78.0
delhi,Fateh Nagar,1250,3,2,1,30,120.0
delhi,Manohar Park,1050,2,2,3,22,95.0
delhi,Ashok Nagar,1150,3,2,2,25,105.0
delhi,Virender Nagar,1350,3,3,3,18,145.0
delhi,Shiv Nagar,1100,2,2,4,20,110.0
delhi,Ganesh Nagar,1000,2,2,2,30,85.0
delhi,Krishna Park,850,2,1,3,25,65.0
delhi,Jawala Heri,1100,2,2,4,30,98.0
delhi,Paschim Puri,950,2,2,2,30,82.0
delhi,Madipur,700,2,1,3,30,45.0
delhi,Peera Garhi,1000,2,2,2,15,65.0
delhi,Nangloi,900,2,2,3,12,48.0
delhi,Nilothi,850,2,1,2,10,38.0
delhi,Baprola,750,2,1,1,15,32.0
delhi,Hiran Kudna,800,2,2,2,8,35.0
delhi,Tikri Kalan,700,2,1,3,12,30.0
delhi,Bakkarwala,950,3,2,2,5,42.0
delhi,Hastsal,1050,3,2,3,10,55.0
delhi,Bindapur,1150,3,3,2,12,68.0
delhi,Matiala,1250,3,2,4,8,75.0
