city,locality,area_sqft,bhk,bath,floor,age_years,price_lakhs
pune,Shastrinagar,1400,3,2,5,18,135.00
pune,Bund Garden,2600,4,4,6,22,480.00
pune,Camp,1800,3,3,2,30,275.00
pune,Fatima Nagar,1350,3,2,4,25,115.00
pune,B T Kawade Road,1250,2,2,7,12,98.00
pune,Mundhwa,1100,2,2,15,2,72.00
pune,Keshav Nagar,1200,2,2,18,3,78.00
pune,Manjri,1050,2,2,10,1,54.00
pune,Fursungi,950,2,1,8,6,45.00
pune,Pisoli,900,2,1,12,4,42.00
pune,Handewadi,1000,2,2,14,2,48.50
pune,Mohammed Wadi,1600,3,3,9,8,130.00
pune,Uruli Kanchan,1500,3,2,2,5,55.00
pune,Loni Kalbhor,1400,3,2,3,10,52.00
pune,Ambegaon,1100,2,2,10,6,65.00
pune,Narhe,950,2,2,7,8,55.00
pune,Dhayari,1050,2,2,9,10,62.00
pune,Vadgaon Budruk,1150,2,2,5,12,70.00
pune,Kirkatwadi,850,2,1,4,5,42.00
pune,Pirangut,1200,3,2,3,2,48.00
pune,Sus,1300,3,3,8,4,88.00
pune,Mahalunge,1250,2,2,15,1,85.50
pune,Nande,1100,2,2,5,0,52.00
pune,Tathawade,1150,2,2,14,3,72.00
pune,Punawale,1080,2,2,16,2,69.50
pune,Kiwale,1050,2,2,18,1,64.00
pune,Mamurdi,1000,2,2,12,2,58.00
pune,Gahunje,1400,3,3,22,3,95.00
pune,Somatane,1500,3,2,2,5,62.00
pune,Talegaon,1300,3,2,4,10,55.00
pune,Chakan,900,2,1,3,8,38.00
pune,Alandi,950,2,2,5,12,42.00
pune,Moshi,1100,2,2,10,5,58.00
pune,Charholi,1150,2,2,12,4,62.00
pune,Dighi,1000,2,2,7,10,54.00
pune,Bhosari,1200,3,2,5,20,68.00
pune,Akurdi,1300,3,3,6,15,92.00
pune,Chinchwad,1400,3,3,8,18,110.00
pune,Pimpri,1250,2,2,10,22,88.00
pune,Nigdi,1500,3,3,4,25,125.00
pune,Sangvi,1100,2,2,5,20,78.00
pune,Pimple Gurav,1200,2,2,7,15,85.00
pune,Rahatni,1150,2,2,9,8,74.00
pune,Thergaon,1100,2,2,10,12,70.00
pune,Kalewadi,1050,2,1,6,14,65.00
pune,Dehu Road,1350,3,2,4,10,62.00
pune,Ravet,1450,3,3,14,2,98.50
pune,Punawale,1280,3,2,15,1,82.00
pune,Hinewadi Phase 1,1200,2,2,12,5,85.00
pune,Hinewadi Phase 2,1300,3,2,18,4,88.00
pune,Hinewadi Phase 3,1100,2,2,20,3,72.00
pune,Marunji,1000,2,2,8,2,55.00
pune,Nere,1150,2,2,6,1,58.00
pune,Kasarsai,1400,3,3,4,0,65.00
pune,Maan,1100,2,2,10,2,52.00
pune,Kothrud Depot,1500,3,3,5,15,165.00
pune,Paud Road,1350,3,2,4,20,145.00
pune,Ideal Colony,1700,3,3,3,12,210.00
pune,Mayur Colony,1800,3,3,2,10,235.00
pune,Guilti Tekadi,1600,3,2,5,22,155.00
pune,Marketyard,1450,3,3,6,18,140.00
pune,Salunke Vihar,1300,2,2,4,25,110.00
pune,Wanowrie,1650,3,3,5,12,148.00
pune,Lulla Nagar,1900,3,3,3,15,195.00
pune,Salunke Vihar Road,1500,3,2,6,20,135.00
pune,Kondhwa Budruk,1100,2,2,12,10,68.00
pune,Kondhwa Khurd,1200,2,2,10,15,75.00
pune,NIBM Annexe,1800,3,3,14,5,155.00
pune,NIBM Post,1400,3,3,8,8,125.00
pune,Undri Chowk,1250,2,2,12,4,65.50
pune,Hole Vasti,1150,2,2,10,2,58.00
pune,Tilekar Nagar,1050,2,2,7,5,54.00
pune,Shewalewadi,1100,2,2,9,4,58.00
pune,Phursungi,980,2,1,6,10,45.00
pune,Loni Kalbhor,1600,3,3,4,12,72.00
pune,Theur,1800,4,4,2,8,85.00
pune,Sasane Nagar,1150,2,2,5,18,65.00
pune,Sayad Nagar,1000,2,1,4,20,58.00
pune,Gondhale Nagar,1100,2,2,3,15,62.00
pune,Amanora,1450,3,3,25,5,195.00
pune,Sadesatara Nali,1200,2,2,8,12,82.00
pune,Malwadi,1050,2,2,5,15,65.00
pune,Suryamukhi,1300,3,2,10,6,88.00
pune,Tukaram Nagar,1100,2,2,4,20,72.00
pune,Zensar,1250,2,2,15,5,95.00
pune,EON IT Park,1400,3,3,18,4,125.00
pune,World Trade Center,1600,3,3,20,3,155.00
pune,Raghunath Nagar,1150,2,2,10,12,85.00
pune,Ubale Nagar,1050,2,2,8,6,65.00
pune,Bakori,900,2,1,12,2,38.00
pune,Ivy Estate,1100,2,2,15,5,52.00
pune,Wagholi Market,1200,3,2,6,8,68.00
pune,Chokhi Dhani,1350,3,3,4,10,75.00
pune,Vadgaon Sheri,1250,2,2,5,15,92.00
pune,Somnath Nagar,1100,2,2,4,18,85.00
pune,Ramwadi,1000,2,1,3,25,78.00
pune,Kalyani Nagar Annex,1600,3,3,8,12,185.00
pune,Shastrinagar,1500,3,2,6,20,155.00
pune,Yerwada Jail Road,1100,2,1,4,30,68.00
pune,Commerce Zone,1300,3,2,10,10,115.00
pune,Tingre Nagar,1200,2,2,5,15,88.00
pune,Vidyanagar,1150,2,2,4,18,82.00
pune,Adarsh Nagar,1050,2,2,3,22,75.00
pune,Sanjay Park,1400,3,3,4,12,125.00
pune,Airport Road,1600,3,3,12,8,165.00
pune,Kalas,950,2,1,5,15,55.00
pune,Vishrantwadi Circle,1100,2,2,8,12,78.00
pune,Munjaba Vasti,1050,2,2,10,5,62.00
pune,Phule Nagar,1000,2,1,6,20,58.00
pune,Pratik Nagar,1150,2,2,4,25,75.00
pune,Kasturba,1200,2,2,3,28,82.00
pune,Shanti Nagar,1250,3,2,2,30,88.00
pune,Deccan Gymkhana,2200,4,4,3,30,480.00
pune,Fergusson College Road,2000,3,3,4,30,450.00
pune,Apte Road,1800,3,3,2,30,380.00
pune,Ghole Road,1700,3,2,5,30,340.00
pune,Narayan Peth,1100,2,2,2,30,125.00
pune,Shaniwar Peth,1000,2,1,3,30,110.00
pune,Sadashiv Peth,1200,2,2,4,30,135.00
pune,Budhwar Peth,900,2,1,5,30,95.00
pune,Rasta Peth,1150,2,2,3,30,115.00
pune,Somwar Peth,1050,2,2,4,30,105.00
pune,Mangalwar Peth,1000,2,1,5,30,98.00
pune,Kasba Peth,950,2,1,3,30,110.00
pune,Nana Peth,1100,2,2,2,30,120.00
pune,Bhavani Peth,1050,2,2,4,30,105.00
pune,Guruwar Peth,1000,2,1,5,30,115.00
pune,Shukrawar Peth,1200,3,2,3,30,155.00
pune,Ganesh Peth,980,2,1,4,30,92.00
pune,Raviwar Peth,950,2,1,6,30,88.00
pune,Camp Area,1500,3,3,2,30,225.00
pune,MG Road,1400,2,2,3,30,210.00
pune,East Street,1600,3,3,2,30,265.00
pune,Main Street,1300,2,2,4,30,195.00
pune,Taboot Street,1200,2,2,5,30,175.00
pune,Solapur Road,1350,3,2,10,15,110.00
pune,Manjari Budruk,1100,2,2,12,5,58.00
pune,Manjari Khurd,1000,2,1,8,4,45.00
pune,Sopan Baug,2500,4,4,2,12,520.00
pune,Kavade Mala,1300,3,2,5,15,120.00
pune,Ghorpadi,1400,3,2,3,20,135.00
pune,Dobadewadi,1150,2,2,4,18,85.00
pune,Vikram Garden,1250,2,2,6,15,92.00
pune,Pingale Wasti,1350,3,2,8,12,115.00
pune,Ghorpadi Gaon,1100,2,1,4,25,75.00
pune,BT Kawade Road,1450,3,3,10,10,128.00
pune,Uday Baug,2200,4,4,3,15,450.00
pune,Bhagwan Tatyaram Kawade,1500,3,3,12,8,140.00
pune,Mundhwa Road,1200,2,2,15,5,88.00
pune,Keshav Nagar,1400,3,3,20,3,110.00
pune,Lonkar Vasti,1050,2,2,10,4,65.00
pune,Renuka Nagar,1100,2,2,12,2,62.00
pune,Riverdale,1300,3,2,18,1,95.00
pune,Zensar IT Park,1250,2,2,15,5,98.00
pune,Kharadi Bypass,1450,3,3,10,10,125.00
pune,Rakshak Nagar,1350,3,2,8,12,118.00
pune,Chandan Nagar,1200,2,2,5,15,85.00
pune,Tata Guardroom,1150,2,2,4,18,78.00
pune,Viman Nagar Phase 1,1700,3,3,10,8,210.00
pune,Viman Nagar Phase 2,1550,3,2,12,10,185.00
pune,Mhada Colony,900,2,1,5,25,52.00
pune,Sakore Nagar,1600,3,3,4,15,195.00
pune,Konark Nagar,1450,3,2,6,20,175.00
pune,Dutta Mandir,1300,2,2,5,22,155.00
pune,Phoenix Mall Area,1800,3,3,15,5,245.00
pune,Vadgaon Sheri,1400,3,3,10,12,135.00
pune,Anand Vidya Niketan,1250,2,2,8,10,110.00
pune,Somnath Nagar Road,1150,2,2,5,15,95.00
pune,Kharadi Road,1350,3,2,12,8,120.00
pune,Thite Nagar,1100,2,2,10,14,88.00
pune,Yashwant Nagar,1050,2,2,6,18,78.00
pune,Pathare Park,1200,2,2,8,12,92.00
pune,Ashoka Nagar,1600,3,3,4,20,165.00
pune,Nayak Nagar,1300,3,2,5,15,125.00
pune,Kalyani Nagar Road,2100,4,4,5,12,320.00
pune,Cerebrum IT Park,1900,3,3,10,10,285.00
pune,Bishop School Area,2200,4,4,6,15,350.00
pune,Hermes Heritage,1800,3,3,4,22,255.00
pune,Shastri Nagar,1500,3,2,3,25,195.00
pune,Pratik Nagar,1400,3,2,5,20,165.00
pune,Tingre Nagar Road,1250,2,2,4,15,95.00
pune,Vishrantwadi Chowk,1100,2,1,6,22,78.00
pune,Kalas Road,1000,2,1,5,25,65.00
pune,Dhanori Gaon,1150,2,2,8,12,72.00
pune,Porwal Road,1300,3,3,12,4,88.00
pune,Gokul Nagar,1200,3,2,10,6,75.00
pune,Laxmi Nagar,1050,2,2,7,8,62.00
pune,Dhanori Road,1400,3,3,15,2,95.00
pune,Lohegaon Road,1250,3,2,10,5,78.00
pune,Sant Nagar,1100,2,2,8,10,65.00
pune,Khandve Nagar,1200,3,2,12,3,72.00
pune,Sathe Nagar,1000,2,1,5,15,55.00
pune,Munjaba Wasti,1150,2,2,6,12,68.00
pune,Wagholi Bypass,1300,3,3,14,2,75.00
pune,Bakori Road,1100,2,2,15,1,45.00
pune,Kesnand,1500,3,3,4,5,58.00
pune,Kesnand Road,1400,3,2,5,8,55.00
pune,Ubale Nagar Road,1200,2,2,10,12,78.00
pune,Wagholi Gaon,1100,2,1,3,15,52.00
pune,Nagar Road Wagholi,1350,3,3,12,5,85.00
pune,Hadapsar Gliding Centre,1250,2,2,8,15,92.00
pune,Magarpatta South,1600,3,3,14,10,175.00
pune,Magarpatta North,1550,3,3,12,12,165.00
pune,Magarpatta City,1900,4,4,18,8,225.00
pune,Nobel Hospital Area,1400,3,2,8,15,125.00
pune,Gadital,1100,2,1,4,25,65.00
pune,Hadapsar Mandi,1000,2,1,3,30,55.00
pune,Sayyad Nagar,1150,2,2,5,20,68.00
pune,Sade Satra Nali,1200,3,2,10,15,85.00
pune,Gopal Patti,1100,2,2,8,5,58.00
pune,Manjari Road,1300,3,3,12,4,75.00
pune,Serum Institute Area,1450,3,3,10,10,135.00
pune,Solapur Highway,1200,3,2,5,15,72.00
pune,Fursungi Station,1050,2,2,4,12,48.00
pune,Uruli Dewachi,1300,3,2,2,8,55.00
pune,Mantri Park,1150,2,2,10,10,78.00
pune,Kale Padal,1200,2,2,7,12,82.00
pune,Indira Nagar,1000,2,1,5,20,52.00
pune,Gosaipura,950,2,1,4,25,48.00
pune,Ramtekdi,1100,2,2,3,30,65.00
pune,Wanowrie Bazaar,1350,3,2,5,25,125.00
pune,Salunke Vihar Phase 2,1600,3,3,6,12,155.00
pune,NIBM Road South,1800,3,3,12,8,165.00
pune,NIBM Road North,1700,3,3,10,10,155.00
pune,Kondhwa Road,1250,2,2,8,15,88.00
pune,Mithanagar,1150,2,2,6,18,72.00
pune,Bhagyoday Nagar,1200,2,2,7,14,75.00
pune,Kausar Baug,1400,3,3,5,12,110.00
pune,Jyoti Chowk,1300,3,2,8,10,105.00
pune,Undri Hills,1500,3,3,12,5,125.00
pune,Mohammadwadi Road,1450,3,2,10,8,115.00
pune,Pisoli Road,1200,2,2,14,3,55.00
pune,Yevalewadi,1100,2,2,10,2,52.00
pune,Kanifnath,1300,3,2,5,5,58.00
pune,Wadachi Wadi,1000,2,1,4,10,42.00
pune,Autadwadi,1150,2,2,6,12,48.00
pune,Katraj Kondhwa Road,1350,3,2,12,8,95.00
pune,Gokul Nagar Katraj,1100,2,1,8,15,65.00
pune,Katraj Lake Area,1250,2,2,10,12,78.00
pune,Katraj Snake Park,1400,3,3,5,18,110.00
pune,Rajas Society,1600,3,3,4,20,135.00
pune,Sukh Sagar Nagar,1150,2,2,7,15,62.00
pune,Bharati Vidyapeeth,1000,2,1,6,12,75.00
pune,Ambegaon Budruk,1200,3,2,10,10,82.00
pune,Ambegaon Pathar,1100,2,2,8,8,68.00
pune,Dhayari Gaon,1050,2,2,6,12,58.00
pune,Dhayari Phata,1150,2,2,12,5,72.00
pune,Vadgaon Budruk Road,1300,3,2,8,15,85.00
pune,Vadgaon Khurd,1100,2,2,5,18,65.00
pune,Anand Nagar Sinhagad,1250,2,2,14,10,92.00
pune,Manik Baug,1350,3,2,10,12,105.00
pune,Hingne Khurd,1200,2,2,12,15,88.00
pune,Vitthalwadi,1100,2,2,8,20,82.00
pune,Karve Nagar Road,1450,3,3,5,22,145.00
pune,Warje Malwadi,1200,2,2,10,15,75.00
pune,Warje Highway,1300,3,2,15,8,82.00
pune,Warje Hill Side,1400,3,3,4,12,110.00
pune,Cummins College Area,1150,2,1,3,25,95.00
pune,Bavdhan Khurd,1500,3,3,12,5,125.00
pune,Bavdhan Budruk,1450,3,2,10,8,115.00
pune,Bavdhan Pashan Road,1600,3,3,8,10,145.00
pune,Paud Road Bavdhan,1350,3,2,14,12,118.00
pune,Pashan Sus Road,1550,3,3,12,6,135.00
pune,Pashan Lake Area,1700,3,3,6,15,165.00
pune,Baner Road,1800,3,3,15,5,195.00
pune,Baner Pashan Link Road,1650,3,3,12,8,185.00
pune,Baner Gaon,1200,2,2,8,12,95.00
pune,Balewadi High Street,1900,3,3,25,2,255.00
pune,Balewadi Phata,1400,3,2,15,5,145.00
pune,Balewadi Stadium Area,1550,3,3,12,8,165.00
pune,Mahalunge Road,1300,3,2,18,3,115.00
pune,Sus Gaon,1250,2,2,10,4,88.00
pune,Sus Hills,1450,3,3,6,6,98.00
pune,Aundh DP Road,1700,3,3,8,12,210.00
pune,Aundh Gaon,1300,2,2,5,25,145.00
pune,ITI Road,1800,3,3,4,15,245.00
pune,Sindh Society,3800,6,6,2,20,1250.00
pune,National Society,3500,5,5,1,25,980.00
pune,Sangvi Gaon,1100,2,1,4,30,68.00
pune,New Sangvi,1200,2,2,5,20,78.00
pune,Old Sangvi,1050,2,1,3,25,65.00
pune,Pimple Gurav Area,1300,3,2,6,15,95.00
pune,Pimple Nilakh Road,1600,3,3,10,8,175.00
pune,Jagannath Complex,1250,2,2,8,12,110.00
pune,Wakad Chowk,1400,3,3,18,5,115.00
pune,Wakad Highway,1350,3,2,20,4,105.00
pune,Dutta Mandir Wakad,1200,2,2,15,8,95.00
pune,Kaspate Wasti,1300,3,2,12,10,108.00
pune,Bhujbal Chowk,1450,3,3,22,2,118.00
pune,Shankar Kalat Nagar,1250,2,2,14,5,92.00
pune,Pimple Saudagar Road,1500,3,3,12,8,145.00
pune,Kunal Icon Road,1400,3,2,10,10,135.00
pune,Rahatni Road,1250,2,2,12,12,88.00
pune,Thergaon Gaon,1100,2,1,8,15,65.00
pune,Kalewadi Phata,1200,2,2,10,18,78.00
pune,Dange Chowk,1350,3,2,15,5,82.00
pune,Tathawade Road,1400,3,3,18,2,95.00
pune,JSPM Tathawade,1150,2,2,12,4,72.00
pune,Punawale Road,1250,3,2,16,1,78.00
pune,Kiwale Gaon,1100,2,2,14,3,62.00
pune,Mamurdi Road,1050,2,2,12,5,58.00
pune,Ravet Gahunje Road,1450,3,3,25,2,115.00
pune,Akurdi Railway Station,1200,2,2,10,20,85.00
pune,Pradhikaran,1800,4,3,3,15,225.00
pune,Nigdi Yamuna Nagar,1400,3,2,5,25,115.00
pune,Nigdi Authority,1600,3,3,4,22,145.00
pune,Pimpri Station Area,1100,2,1,6,30,82.00
pune,Chinchwad Station Area,1300,3,2,8,25,98.00
pune,Bhosari MIDC Area,1000,2,1,4,20,55.00
pune,Bhosari Gaon,1150,2,2,5,15,62.00
pune,Dighi Road,1200,3,2,10,10,68.00
pune,Charholi Budruk,1350,3,3,15,2,72.00
pune,Alandi Road,1100,2,2,12,8,55.00
pune,Moshi Authority,1400,3,3,14,5,82.00
pune,Moshi High Street,1250,2,2,18,2,75.00
pune,Chakan MIDC Area,1100,2,1,5,10,42.00
pune,Talegaon Dabhade,1600,4,4,2,15,75.00
pune,Kanhe,1800,4,3,0,10,65.00
pune,Somatane Phata,1500,3,2,1,12,68.00
pune,Lonavala Road,2200,4,4,0,8,185.00
pune,Dehu Gaon,1300,3,2,4,20,55.00
pune,Akurdi Gaon,1150,2,2,5,18,78.00
pune,Pimpri Market,1000,2,1,3,30,85.00
pune,Chinchwad Market,1100,2,2,4,25,95.00
pune,Erandwane Road,2400,4,4,5,15,480.00
pune,Karve Road,2200,3,3,6,22,395.00
pune,Mehendale Garage Road,2000,3,3,4,18,350.00
pune,Law College Road,3200,4,4,8,12,850.00
pune,Senapati Bapat Road,2800,4,4,12,10,720.00
pune,SB Road Area,2100,3,3,15,8,450.00
pune,Model Colony Road,2500,4,4,5,12,650.00
pune,Bambharkar Road,2300,4,3,6,15,580.00
pune,Shivajinagar Station,1400,2,2,5,30,195.00
pune,JM Road Area,1600,3,2,6,35,265.00
pune,FC Road Area,1700,3,3,4,30,285.00
pune,Apte Road Area,1550,3,2,5,28,245.00
pune,Ghole Road Area,1450,2,2,7,25,210.00
pune,Narayan Peth Area,1100,2,1,3,40,135.00
pune,Sadashiv Peth Area,1250,2,2,4,35,165.00
pune,Shaniwar Peth Area,1050,2,1,5,40,125.00
pune,Budhwar Peth Area,950,2,1,6,40,110.00
pune,Rasta Peth Area,1200,2,2,4,30,145.00
pune,Mangalwar Peth Area,1100,2,1,5,35,135.00
pune,Somwar Peth Area,1150,2,2,3,30,145.00
pune,Kasba Peth Area,1000,2,1,4,40,130.00
pune,Nana Peth Area,1150,2,2,3,30,155.00
pune,Bhavani Peth Area,1100,2,2,5,35,145.00
pune,Guruwar Peth Area,1050,2,1,6,38,135.00
pune,Shukrawar Peth Area,1300,3,2,4,32,185.00
pune,Ganesh Peth Area,1000,2,1,5,35,125.00
pune,Raviwar Peth Area,980,2,1,4,40,115.00
pune,Camp Area Central,1800,3,3,3,30,320.00
pune,MG Road Area Central,1600,2,2,4,30,285.00
pune,East Street Central,1900,3,3,2,35,365.00
pune,Main Street Central,1500,2,2,5,30,255.00
pune,Taboot Street Central,1400,2,2,6,30,235.00
pune,Bund Garden Area,3200,5,5,10,12,1100.00
pune,Koregaon Park North,3500,5,5,8,10,1450.00
pune,Koregaon Park South,3000,4,4,6,15,950.00
pune,Kalyani Nagar East,2400,4,4,12,8,480.00
pune,Kalyani Nagar West,2600,4,4,10,10,550.00
pune,Boat Club Area,4000,6,6,12,5,1850.00
pune,Viman Nagar East,1800,3,3,15,6,245.00
pune,Viman Nagar West,1700,3,3,12,8,225.00
pune,Kharadi East,1500,3,2,18,3,145.00
pune,Kharadi West,1600,3,3,16,4,165.00
pune,Magarpatta East,1750,3,3,22,2,210.00
pune,Magarpatta West,1850,4,3,20,5,245.00
pune,Hadapsar East,1400,3,2,12,12,115.00
pune,Hadapsar West,1350,2,2,10,15,105.00
pune,Kothrud East,1600,3,3,8,18,195.00
pune,Kothrud West,1500,3,2,6,22,175.00
pune,Aundh East,1800,3,3,10,12,255.00
pune,Aundh West,1700,3,2,8,15,225.00
pune,Baner East,1650,3,3,14,5,185.00
pune,Baner West,1550,3,2,12,7,165.00
pune,Wakad East,1300,2,2,15,6,110.00
pune,Wakad West,1400,3,3,12,8,125.00
pune,Balewadi East,1500,3,3,18,3,145.00
pune,Balewadi West,1600,4,3,16,4,165.00
pune,Hinjewadi East,1200,2,2,20,5,92.00
pune,Hinjewadi West,1300,3,2,18,6,105.00
pune,Pimple Saudagar East,1400,3,3,12,10,135.00
pune,Pimple Saudagar West,1350,2,2,10,12,118.00
pune,Bibwewadi Area,1500,3,3,6,20,165.00
pune,Market Yard Area,1800,4,3,4,15,245.00
pune,Katraj Area,1300,2,2,8,18,105.00
pune,Dhankawadi Area,1100,2,1,5,25,85.00
pune,Kondhwa Area,1400,3,2,10,20,125.00
pune,Wanowrie Area,1600,3,3,8,15,185.00
pune,NIBM Area,1850,4,4,12,10,210.00
pune,Undri Area,1450,3,3,15,5,115.00
pune,Pisoli Area,1200,2,2,12,3,65.00
pune,Handewadi Area,1100,2,1,10,4,58.00
pune,Mohammed Wadi Area,1550,3,3,12,6,145.00
pune,Keshav Nagar Area,1400,3,2,18,2,110.00
pune,Mundhwa Area,1300,2,2,15,4,125.00
pune,Bavdhan Area,1500,3,3,12,10,145.00
pune,Pashan Area,1600,3,3,8,12,165.00
pune,Warje Area,1400,3,2,6,15,115.00
pune,Karve Nagar Area Central,1350,2,2,5,20,135.00
pune,Shivajinagar Area Central,2200,4,4,12,15,520.00
pune,Deccan Area Central,2400,4,4,8,22,580.00
pune,Erandwane Area Central,2100,3,3,6,25,480.00
pune,Law College Area Central,3000,4,4,10,18,850.00
pune,Model Colony Area Central,2800,4,3,12,12,750.00
pune,Akurdi Area North,1400,3,2,10,15,115.00
pune,Chinchwad Area North,1500,3,3,8,18,135.00
pune,Pimpri Area North,1350,2,2,6,22,110.00
pune,Nigdi Area North,1600,3,3,10,12,155.00
pune,Bhosari Area North,1250,2,2,8,25,95.00
pune,Moshi Area North,1300,3,2,12,8,85.00
pune,Alandi Area North,1100,2,2,10,10,65.00
pune,Chakan Area North,1050,2,1,5,15,45.00
pune,Talegaon Area North,1800,4,3,2,12,95.00
pune,Somatane Area North,2000,4,4,1,10,115.00
pune,Pirangut Area West,1400,3,2,4,5,75.00
pune,Sus Area West,1500,3,3,12,6,105.00
pune,Mahalunge Area West,1300,2,2,18,2,110.00
pune,Sus Road Area West,1600,3,3,10,8,145.00
